Precision,Recall,F1,FalseP,FalseN,TrueP,TrueN,TestedSamples,TrainedSamples
0.111111,0.142857,0.125000,0.109589,0.082192,0.013699,0.794521,73.000000,126
0.041096,1.000000,0.078947,0.958904,0.000000,0.041096,0.000000,73.000000,126
0.054795,1.000000,0.103896,0.945205,0.000000,0.054795,0.000000,73.000000,126
NaN,0.000000,NaN,0.000000,0.095890,0.000000,0.904110,73.000000,126
NaN,0.000000,NaN,0.000000,0.082192,0.000000,0.917808,73.000000,126
0.068493,1.000000,0.128205,0.931507,0.000000,0.068493,0.000000,73.000000,126
0.041096,1.000000,0.078947,0.958904,0.000000,0.041096,0.000000,73.000000,126
NaN,0.000000,NaN,0.000000,0.054795,0.000000,0.945205,73.000000,126
NaN,0.000000,NaN,0.000000,0.082192,0.000000,0.917808,73.000000,126
NaN,0.000000,NaN,0.000000,0.082192,0.000000,0.917808,73.000000,126
NaN,0.000000,NaN,0.000000,0.082192,0.000000,0.917808,73.000000,126
NaN,0.000000,NaN,0.000000,0.054795,0.000000,0.945205,73.000000,126
NaN,0.000000,NaN,0.000000,0.123288,0.000000,0.876712,73.000000,126
NaN,0.000000,NaN,0.000000,0.068493,0.000000,0.931507,73.000000,126
0.074074,0.400000,0.125000,0.342466,0.041096,0.027397,0.589041,73.000000,126
NaN,0.000000,NaN,0.000000,0.082192,0.000000,0.917808,73.000000,126
0.054795,1.000000,0.103896,0.945205,0.000000,0.054795,0.000000,73.000000,126
0.041096,1.000000,0.078947,0.958904,0.000000,0.041096,0.000000,73.000000,126
NaN,0.000000,NaN,0.000000,0.068493,0.000000,0.931507,73.000000,126
NaN,0.000000,NaN,0.000000,0.054795,0.000000,0.945205,73.000000,126
