Precision,Recall,F1,FalseP,FalseN,TrueP,TrueN,TestedSamples,TrainedSamples
NaN,0.000000,NaN,0.000000,0.095890,0.000000,0.904110,73.000000,20
0.041096,1.000000,0.078947,0.958904,0.000000,0.041096,0.000000,73.000000,20
0.033333,0.250000,0.058824,0.397260,0.041096,0.013699,0.547945,73.000000,20
NaN,0.000000,NaN,0.000000,0.095890,0.000000,0.904110,73.000000,20
0.082192,1.000000,0.151899,0.917808,0.000000,0.082192,0.000000,73.000000,20
0.068493,1.000000,0.128205,0.931507,0.000000,0.068493,0.000000,73.000000,20
NaN,0.000000,NaN,0.000000,0.041096,0.000000,0.958904,73.000000,20
0.054795,1.000000,0.103896,0.945205,0.000000,0.054795,0.000000,73.000000,20
NaN,0.000000,NaN,0.000000,0.082192,0.000000,0.917808,73.000000,20
0.052632,0.166667,0.080000,0.246575,0.068493,0.013699,0.671233,73.000000,20
NaN,0.000000,NaN,0.000000,0.082192,0.000000,0.917808,73.000000,20
NaN,0.000000,NaN,0.000000,0.054795,0.000000,0.945205,73.000000,20
NaN,0.000000,NaN,0.000000,0.123288,0.000000,0.876712,73.000000,20
0.068493,1.000000,0.128205,0.931507,0.000000,0.068493,0.000000,73.000000,20
NaN,0.000000,NaN,0.000000,0.068493,0.000000,0.931507,73.000000,20
NaN,0.000000,NaN,0.000000,0.082192,0.000000,0.917808,73.000000,20
0.166667,0.750000,0.272727,0.205479,0.013699,0.041096,0.739726,73.000000,20
0.136364,1.000000,0.240000,0.260274,0.000000,0.041096,0.698630,73.000000,20
NaN,0.000000,NaN,0.000000,0.068493,0.000000,0.931507,73.000000,20
0.054795,1.000000,0.103896,0.945205,0.000000,0.054795,0.000000,73.000000,20
