Precision,Recall,F1,FalseP,FalseN,TrueP,TrueN,TestedSamples,TrainedSamples
0.777070,0.491935,0.602469,0.090909,0.327273,0.316883,0.264935,385.000000,164
0.766234,0.237903,0.363077,0.046753,0.490909,0.153247,0.309091,385.000000,164
0.573394,0.504032,0.536481,0.241558,0.319481,0.324675,0.114286,385.000000,164
0.743083,0.758065,0.750499,0.168831,0.155844,0.488312,0.187013,385.000000,164
0.644156,1.000000,0.783570,0.355844,0.000000,0.644156,0.000000,385.000000,164
0.728625,0.790323,0.758221,0.189610,0.135065,0.509091,0.166234,385.000000,164
0.694737,0.266129,0.384840,0.075325,0.472727,0.171429,0.280519,385.000000,164
0.637500,0.411290,0.500000,0.150649,0.379221,0.264935,0.205195,385.000000,164
0.644156,1.000000,0.783570,0.355844,0.000000,0.644156,0.000000,385.000000,164
0.598425,0.306452,0.405333,0.132468,0.446753,0.197403,0.223377,385.000000,164
0.609091,0.270161,0.374302,0.111688,0.470130,0.174026,0.244156,385.000000,164
0.644156,1.000000,0.783570,0.355844,0.000000,0.644156,0.000000,385.000000,164
0.750000,0.810484,0.779070,0.174026,0.122078,0.522078,0.181818,385.000000,164
0.694737,0.266129,0.384840,0.075325,0.472727,0.171429,0.280519,385.000000,164
0.617647,0.254032,0.360000,0.101299,0.480519,0.163636,0.254545,385.000000,164
0.616071,0.278226,0.383333,0.111688,0.464935,0.179221,0.244156,385.000000,164
0.694737,0.266129,0.384840,0.075325,0.472727,0.171429,0.280519,385.000000,164
0.674556,0.459677,0.546763,0.142857,0.348052,0.296104,0.212987,385.000000,164
0.544118,0.298387,0.385417,0.161039,0.451948,0.192208,0.194805,385.000000,164
0.644156,1.000000,0.783570,0.355844,0.000000,0.644156,0.000000,385.000000,164
