Precision,Recall,F1,FalseP,FalseN,TrueP,TrueN,TestedSamples,TrainedSamples
0.426230,1.000000,0.597701,0.573770,0.000000,0.426230,0.000000,183.000000,42
0.338798,1.000000,0.506122,0.661202,0.000000,0.338798,0.000000,183.000000,42
0.338798,1.000000,0.506122,0.661202,0.000000,0.338798,0.000000,183.000000,42
0.366120,1.000000,0.536000,0.633880,0.000000,0.366120,0.000000,183.000000,42
0.382514,1.000000,0.553360,0.617486,0.000000,0.382514,0.000000,183.000000,42
0.420765,1.000000,0.592308,0.579235,0.000000,0.420765,0.000000,183.000000,42
0.360656,1.000000,0.530120,0.639344,0.000000,0.360656,0.000000,183.000000,42
0.306011,1.000000,0.468619,0.693989,0.000000,0.306011,0.000000,183.000000,42
0.377049,1.000000,0.547619,0.622951,0.000000,0.377049,0.000000,183.000000,42
0.371585,1.000000,0.541833,0.628415,0.000000,0.371585,0.000000,183.000000,42
0.300546,1.000000,0.462185,0.699454,0.000000,0.300546,0.000000,183.000000,42
0.404372,1.000000,0.575875,0.595628,0.000000,0.404372,0.000000,183.000000,42
0.349727,1.000000,0.518219,0.650273,0.000000,0.349727,0.000000,183.000000,42
0.327869,1.000000,0.493827,0.672131,0.000000,0.327869,0.000000,183.000000,42
0.355191,1.000000,0.524194,0.644809,0.000000,0.355191,0.000000,183.000000,42
0.333333,1.000000,0.500000,0.666667,0.000000,0.333333,0.000000,183.000000,42
0.349727,1.000000,0.518219,0.650273,0.000000,0.349727,0.000000,183.000000,42
0.387978,1.000000,0.559055,0.612022,0.000000,0.387978,0.000000,183.000000,42
0.387978,1.000000,0.559055,0.612022,0.000000,0.387978,0.000000,183.000000,42
0.289617,1.000000,0.449153,0.710383,0.000000,0.289617,0.000000,183.000000,42
