Precision,Recall,F1,FalseP,FalseN,TrueP,TrueN,TestedSamples,TrainedSamples
0.142857,0.214286,0.171429,0.189474,0.115789,0.031579,0.663158,95.000000,21
0.136842,1.000000,0.240741,0.863158,0.000000,0.136842,0.000000,95.000000,21
0.166667,0.250000,0.200000,0.105263,0.063158,0.021053,0.810526,95.000000,21
NaN,0.000000,NaN,0.000000,0.073684,0.000000,0.926316,95.000000,21
0.126316,1.000000,0.224299,0.873684,0.000000,0.126316,0.000000,95.000000,21
0.129032,0.333333,0.186047,0.284211,0.084211,0.042105,0.589474,95.000000,21
NaN,0.000000,NaN,0.000000,0.115789,0.000000,0.884211,95.000000,21
0.200000,0.222222,0.210526,0.084211,0.073684,0.021053,0.821053,95.000000,21
0.136842,1.000000,0.240741,0.863158,0.000000,0.136842,0.000000,95.000000,21
0.160000,0.500000,0.242424,0.221053,0.042105,0.042105,0.694737,95.000000,21
0.090909,0.333333,0.142857,0.210526,0.042105,0.021053,0.726316,95.000000,21
0.076923,0.071429,0.074074,0.126316,0.136842,0.010526,0.726316,95.000000,21
0.069767,0.230769,0.107143,0.421053,0.105263,0.031579,0.442105,95.000000,21
0.375000,0.230769,0.285714,0.052632,0.105263,0.031579,0.810526,95.000000,21
0.250000,0.461538,0.324324,0.189474,0.073684,0.063158,0.673684,95.000000,21
0.105263,1.000000,0.190476,0.894737,0.000000,0.105263,0.000000,95.000000,21
NaN,0.000000,NaN,0.000000,0.073684,0.000000,0.926316,95.000000,21
0.096774,0.250000,0.139535,0.294737,0.094737,0.031579,0.578947,95.000000,21
0.111111,0.272727,0.157895,0.252632,0.084211,0.031579,0.631579,95.000000,21
0.105263,1.000000,0.190476,0.894737,0.000000,0.105263,0.000000,95.000000,21
