Precision,Recall,F1,FalseP,FalseN,TrueP,TrueN,TestedSamples,TrainedSamples
0.130435,0.214286,0.162162,0.210526,0.115789,0.031579,0.642105,95.000000,21
0.136842,1.000000,0.240741,0.863158,0.000000,0.136842,0.000000,95.000000,21
0.166667,0.250000,0.200000,0.105263,0.063158,0.021053,0.810526,95.000000,21
NaN,0.000000,NaN,0.000000,0.073684,0.000000,0.926316,95.000000,21
0.126316,1.000000,0.224299,0.873684,0.000000,0.126316,0.000000,95.000000,21
0.129032,0.333333,0.186047,0.284211,0.084211,0.042105,0.589474,95.000000,21
0.115789,1.000000,0.207547,0.884211,0.000000,0.115789,0.000000,95.000000,21
0.085714,0.333333,0.136364,0.336842,0.063158,0.031579,0.568421,95.000000,21
0.250000,0.692308,0.367347,0.284211,0.042105,0.094737,0.578947,95.000000,21
0.200000,0.500000,0.285714,0.168421,0.042105,0.042105,0.747368,95.000000,21
0.090909,0.333333,0.142857,0.210526,0.042105,0.021053,0.726316,95.000000,21
0.076923,0.071429,0.074074,0.126316,0.136842,0.010526,0.726316,95.000000,21
0.069767,0.230769,0.107143,0.421053,0.105263,0.031579,0.442105,95.000000,21
0.205128,0.615385,0.307692,0.326316,0.052632,0.084211,0.536842,95.000000,21
0.250000,0.461538,0.324324,0.189474,0.073684,0.063158,0.673684,95.000000,21
0.105263,1.000000,0.190476,0.894737,0.000000,0.105263,0.000000,95.000000,21
NaN,0.000000,NaN,0.000000,0.073684,0.000000,0.926316,95.000000,21
0.126316,1.000000,0.224299,0.873684,0.000000,0.126316,0.000000,95.000000,21
0.125000,0.181818,0.148148,0.147368,0.094737,0.021053,0.736842,95.000000,21
0.105263,1.000000,0.190476,0.894737,0.000000,0.105263,0.000000,95.000000,21
