Precision,Recall,F1,FalseP,FalseN,TrueP,TrueN,TestedSamples,TrainedSamples
NaN,0.000000,NaN,0.000000,0.090909,0.000000,0.909091,88.000000,20
NaN,0.000000,NaN,0.000000,0.090909,0.000000,0.909091,88.000000,20
NaN,0.000000,NaN,0.000000,0.068182,0.000000,0.931818,88.000000,20
0.192308,0.833333,0.312500,0.238636,0.011364,0.056818,0.693182,88.000000,20
0.166667,0.555556,0.256410,0.284091,0.045455,0.056818,0.613636,88.000000,20
NaN,0.000000,NaN,0.000000,0.125000,0.000000,0.875000,88.000000,20
0.090909,1.000000,0.166667,0.909091,0.000000,0.090909,0.000000,88.000000,20
NaN,0.000000,NaN,0.000000,0.136364,0.000000,0.863636,88.000000,20
0.068182,1.000000,0.127660,0.931818,0.000000,0.068182,0.000000,88.000000,20
0.090909,1.000000,0.166667,0.909091,0.000000,0.090909,0.000000,88.000000,20
NaN,0.000000,NaN,0.000000,0.090909,0.000000,0.909091,88.000000,20
NaN,0.000000,NaN,0.000000,0.113636,0.000000,0.886364,88.000000,20
NaN,0.000000,NaN,0.000000,0.125000,0.000000,0.875000,88.000000,20
NaN,0.000000,NaN,0.000000,0.090909,0.000000,0.909091,88.000000,20
NaN,0.000000,NaN,0.000000,0.147727,0.000000,0.852273,88.000000,20
NaN,0.000000,NaN,0.000000,0.147727,0.000000,0.852273,88.000000,20
0.090909,1.000000,0.166667,0.909091,0.000000,0.090909,0.000000,88.000000,20
0.079545,1.000000,0.147368,0.920455,0.000000,0.079545,0.000000,88.000000,20
0.250000,0.750000,0.375000,0.102273,0.011364,0.034091,0.852273,88.000000,20
NaN,0.000000,NaN,0.000000,0.125000,0.000000,0.875000,88.000000,20
