Precision,Recall,F1,FalseP,FalseN,TrueP,TrueN,TestedSamples,TrainedSamples
0.125000,0.250000,0.166667,0.068627,0.029412,0.009804,0.892157,102.000000,82
NaN,0.000000,NaN,0.000000,0.029412,0.000000,0.970588,102.000000,82
0.222222,0.666667,0.333333,0.068627,0.009804,0.019608,0.901961,102.000000,82
0.153846,0.333333,0.210526,0.107843,0.039216,0.019608,0.833333,102.000000,82
0.086957,0.666667,0.153846,0.205882,0.009804,0.019608,0.764706,102.000000,82
NaN,0.000000,NaN,0.000000,0.039216,0.000000,0.960784,102.000000,82
0.052632,0.200000,0.083333,0.176471,0.039216,0.009804,0.774510,102.000000,82
0.214286,0.750000,0.333333,0.107843,0.009804,0.029412,0.852941,102.000000,82
0.000000,0.000000,NaN,0.058824,0.029412,0.000000,0.911765,102.000000,82
NaN,0.000000,NaN,0.000000,0.078431,0.000000,0.921569,102.000000,82
0.054054,1.000000,0.102564,0.343137,0.000000,0.019608,0.637255,102.000000,82
0.111111,0.333333,0.166667,0.078431,0.019608,0.009804,0.892157,102.000000,82
NaN,0.000000,NaN,0.000000,0.039216,0.000000,0.960784,102.000000,82
0.090909,0.500000,0.153846,0.098039,0.009804,0.009804,0.882353,102.000000,82
NaN,0.000000,NaN,0.000000,0.029412,0.000000,0.970588,102.000000,82
0.100000,0.500000,0.166667,0.088235,0.009804,0.009804,0.892157,102.000000,82
0.214286,1.000000,0.352941,0.107843,0.000000,0.029412,0.862745,102.000000,82
NaN,0.000000,NaN,0.000000,0.058824,0.000000,0.941176,102.000000,82
0.095238,0.500000,0.160000,0.186275,0.019608,0.019608,0.774510,102.000000,82
NaN,0.000000,NaN,0.000000,0.009804,0.000000,0.990196,102.000000,82
