Precision,Recall,F1,FalseP,FalseN,TrueP,TrueN,TestedSamples,TrainedSamples
NaN,0.000000,NaN,0.000000,0.222819,0.000000,0.777181,745.000000,153
NaN,0.000000,NaN,0.000000,0.222819,0.000000,0.777181,745.000000,153
0.723404,0.204819,0.319249,0.017450,0.177181,0.045638,0.759732,745.000000,153
NaN,0.000000,NaN,0.000000,0.222819,0.000000,0.777181,745.000000,153
NaN,0.000000,NaN,0.000000,0.222819,0.000000,0.777181,745.000000,153
NaN,0.000000,NaN,0.000000,0.222819,0.000000,0.777181,745.000000,153
0.659091,0.174699,0.276190,0.020134,0.183893,0.038926,0.757047,745.000000,153
NaN,0.000000,NaN,0.000000,0.222819,0.000000,0.777181,745.000000,153
NaN,0.000000,NaN,0.000000,0.222819,0.000000,0.777181,745.000000,153
NaN,0.000000,NaN,0.000000,0.222819,0.000000,0.777181,745.000000,153
0.727273,0.096386,0.170213,0.008054,0.201342,0.021477,0.769128,745.000000,153
NaN,0.000000,NaN,0.000000,0.222819,0.000000,0.777181,745.000000,153
NaN,0.000000,NaN,0.000000,0.222819,0.000000,0.777181,745.000000,153
NaN,0.000000,NaN,0.000000,0.222819,0.000000,0.777181,745.000000,153
NaN,0.000000,NaN,0.000000,0.222819,0.000000,0.777181,745.000000,153
NaN,0.000000,NaN,0.000000,0.222819,0.000000,0.777181,745.000000,153
0.629630,0.102410,0.176166,0.013423,0.200000,0.022819,0.763758,745.000000,153
NaN,0.000000,NaN,0.000000,0.222819,0.000000,0.777181,745.000000,153
NaN,0.000000,NaN,0.000000,0.222819,0.000000,0.777181,745.000000,153
NaN,0.000000,NaN,0.000000,0.222819,0.000000,0.777181,745.000000,153
