Precision,Recall,F1,FalseP,FalseN,TrueP,TrueN,TestedSamples,TrainedSamples
0.270270,1.000000,0.425532,0.729730,0.000000,0.270270,0.000000,222.000000,20
NaN,0.000000,NaN,0.000000,0.270270,0.000000,0.729730,222.000000,20
0.560000,0.466667,0.509091,0.099099,0.144144,0.126126,0.630631,222.000000,20
0.270270,1.000000,0.425532,0.729730,0.000000,0.270270,0.000000,222.000000,20
0.270270,1.000000,0.425532,0.729730,0.000000,0.270270,0.000000,222.000000,20
NaN,0.000000,NaN,0.000000,0.270270,0.000000,0.729730,222.000000,20
NaN,0.000000,NaN,0.000000,0.270270,0.000000,0.729730,222.000000,20
NaN,0.000000,NaN,0.000000,0.270270,0.000000,0.729730,222.000000,20
0.512821,0.333333,0.404040,0.085586,0.180180,0.090090,0.644144,222.000000,20
NaN,0.000000,NaN,0.000000,0.270270,0.000000,0.729730,222.000000,20
0.270270,1.000000,0.425532,0.729730,0.000000,0.270270,0.000000,222.000000,20
0.431373,0.366667,0.396396,0.130631,0.171171,0.099099,0.599099,222.000000,20
0.270270,1.000000,0.425532,0.729730,0.000000,0.270270,0.000000,222.000000,20
0.455882,0.516667,0.484375,0.166667,0.130631,0.139640,0.563063,222.000000,20
0.270270,1.000000,0.425532,0.729730,0.000000,0.270270,0.000000,222.000000,20
0.270270,1.000000,0.425532,0.729730,0.000000,0.270270,0.000000,222.000000,20
NaN,0.000000,NaN,0.000000,0.270270,0.000000,0.729730,222.000000,20
NaN,0.000000,NaN,0.000000,0.270270,0.000000,0.729730,222.000000,20
0.270270,1.000000,0.425532,0.729730,0.000000,0.270270,0.000000,222.000000,20
0.270270,1.000000,0.425532,0.729730,0.000000,0.270270,0.000000,222.000000,20
