Precision,Recall,F1,FalseP,FalseN,TrueP,TrueN,TestedSamples,TrainedSamples
NaN,0.000000,NaN,0.000000,0.027027,0.000000,0.972973,148.000000,34
NaN,0.000000,NaN,0.000000,0.020270,0.000000,0.979730,148.000000,34
NaN,0.000000,NaN,0.000000,0.027027,0.000000,0.972973,148.000000,34
0.000000,0.000000,NaN,0.121622,0.006757,0.000000,0.871622,148.000000,34
NaN,0.000000,NaN,0.000000,0.020270,0.000000,0.979730,148.000000,34
NaN,0.000000,NaN,0.000000,0.020270,0.000000,0.979730,148.000000,34
NaN,0.000000,NaN,0.000000,0.020270,0.000000,0.979730,148.000000,34
NaN,0.000000,NaN,0.000000,0.020270,0.000000,0.979730,148.000000,34
0.083333,0.200000,0.117647,0.074324,0.027027,0.006757,0.891892,148.000000,34
NaN,0.000000,NaN,0.000000,0.006757,0.000000,0.993243,148.000000,34
NaN,0.000000,NaN,0.000000,0.047297,0.000000,0.952703,148.000000,34
NaN,0.000000,NaN,0.000000,0.027027,0.000000,0.972973,148.000000,34
NaN,0.000000,NaN,0.000000,0.020270,0.000000,0.979730,148.000000,34
0.066667,0.400000,0.114286,0.189189,0.020270,0.013514,0.777027,148.000000,34
NaN,0.000000,NaN,0.000000,0.006757,0.000000,0.993243,148.000000,34
NaN,0.000000,NaN,0.000000,0.027027,0.000000,0.972973,148.000000,34
NaN,0.000000,NaN,0.000000,0.013514,0.000000,0.986486,148.000000,34
NaN,0.000000,NaN,0.000000,0.020270,0.000000,0.979730,148.000000,34
NaN,0.000000,NaN,0.000000,0.040541,0.000000,0.959459,148.000000,34
0.166667,0.166667,0.166667,0.033784,0.033784,0.006757,0.925676,148.000000,34
