Precision,Recall,F1,FalseP,FalseN,TrueP,TrueN,TestedSamples,TrainedSamples
0.103774,1.000000,0.188034,0.896226,0.000000,0.103774,0.000000,106.000000,24
NaN,0.000000,NaN,0.000000,0.141509,0.000000,0.858491,106.000000,24
0.300000,0.461538,0.363636,0.132075,0.066038,0.056604,0.745283,106.000000,24
0.113208,1.000000,0.203390,0.886792,0.000000,0.113208,0.000000,106.000000,24
0.137931,0.571429,0.222222,0.235849,0.028302,0.037736,0.698113,106.000000,24
NaN,0.000000,NaN,0.000000,0.122642,0.000000,0.877358,106.000000,24
0.300000,0.272727,0.285714,0.066038,0.075472,0.028302,0.830189,106.000000,24
NaN,0.000000,NaN,0.000000,0.084906,0.000000,0.915094,106.000000,24
0.400000,0.500000,0.444444,0.113208,0.075472,0.075472,0.735849,106.000000,24
NaN,0.000000,NaN,0.000000,0.132075,0.000000,0.867925,106.000000,24
NaN,0.000000,NaN,0.000000,0.075472,0.000000,0.924528,106.000000,24
NaN,0.000000,NaN,0.000000,0.113208,0.000000,0.886792,106.000000,24
NaN,0.000000,NaN,0.000000,0.141509,0.000000,0.858491,106.000000,24
0.084906,1.000000,0.156522,0.915094,0.000000,0.084906,0.000000,106.000000,24
NaN,0.000000,NaN,0.000000,0.141509,0.000000,0.858491,106.000000,24
0.094340,1.000000,0.172414,0.905660,0.000000,0.094340,0.000000,106.000000,24
0.122642,1.000000,0.218487,0.877358,0.000000,0.122642,0.000000,106.000000,24
0.094340,1.000000,0.172414,0.905660,0.000000,0.094340,0.000000,106.000000,24
0.094340,1.000000,0.172414,0.905660,0.000000,0.094340,0.000000,106.000000,24
0.094340,1.000000,0.172414,0.905660,0.000000,0.094340,0.000000,106.000000,24
