Precision,Recall,F1,FalseP,FalseN,TrueP,TrueN,TestedSamples,TrainedSamples
NaN,0.000000,NaN,0.000000,0.166284,0.000000,0.833716,872.000000,47
NaN,0.000000,NaN,0.000000,0.166284,0.000000,0.833716,872.000000,47
NaN,0.000000,NaN,0.000000,0.166284,0.000000,0.833716,872.000000,47
NaN,0.000000,NaN,0.000000,0.166284,0.000000,0.833716,872.000000,47
NaN,0.000000,NaN,0.000000,0.166284,0.000000,0.833716,872.000000,47
NaN,0.000000,NaN,0.000000,0.166284,0.000000,0.833716,872.000000,47
NaN,0.000000,NaN,0.000000,0.166284,0.000000,0.833716,872.000000,47
NaN,0.000000,NaN,0.000000,0.166284,0.000000,0.833716,872.000000,47
NaN,0.000000,NaN,0.000000,0.166284,0.000000,0.833716,872.000000,47
0.240506,0.131034,0.169643,0.068807,0.144495,0.021789,0.764908,872.000000,47
0.189189,0.096552,0.127854,0.068807,0.150229,0.016055,0.764908,872.000000,47
NaN,0.000000,NaN,0.000000,0.166284,0.000000,0.833716,872.000000,47
NaN,0.000000,NaN,0.000000,0.166284,0.000000,0.833716,872.000000,47
0.383562,0.193103,0.256881,0.051606,0.134174,0.032110,0.782110,872.000000,47
0.208791,0.262069,0.232416,0.165138,0.122706,0.043578,0.668578,872.000000,47
NaN,0.000000,NaN,0.000000,0.166284,0.000000,0.833716,872.000000,47
NaN,0.000000,NaN,0.000000,0.166284,0.000000,0.833716,872.000000,47
0.190476,0.055172,0.085561,0.038991,0.157110,0.009174,0.794725,872.000000,47
NaN,0.000000,NaN,0.000000,0.166284,0.000000,0.833716,872.000000,47
0.311404,0.489655,0.380697,0.180046,0.084862,0.081422,0.653670,872.000000,47
