Precision,Recall,F1,FalseP,FalseN,TrueP,TrueN,TestedSamples,TrainedSamples
0.195489,0.650000,0.300578,0.303977,0.039773,0.073864,0.582386,352.000000,84
0.113636,1.000000,0.204082,0.886364,0.000000,0.113636,0.000000,352.000000,84
NaN,0.000000,NaN,0.000000,0.113636,0.000000,0.886364,352.000000,84
0.252747,0.575000,0.351145,0.193182,0.048295,0.065341,0.693182,352.000000,84
NaN,0.000000,NaN,0.000000,0.113636,0.000000,0.886364,352.000000,84
0.113636,1.000000,0.204082,0.886364,0.000000,0.113636,0.000000,352.000000,84
NaN,0.000000,NaN,0.000000,0.113636,0.000000,0.886364,352.000000,84
0.130841,0.350000,0.190476,0.264205,0.073864,0.039773,0.622159,352.000000,84
NaN,0.000000,NaN,0.000000,0.113636,0.000000,0.886364,352.000000,84
0.113636,1.000000,0.204082,0.886364,0.000000,0.113636,0.000000,352.000000,84
NaN,0.000000,NaN,0.000000,0.113636,0.000000,0.886364,352.000000,84
0.186047,0.200000,0.192771,0.099432,0.090909,0.022727,0.786932,352.000000,84
NaN,0.000000,NaN,0.000000,0.113636,0.000000,0.886364,352.000000,84
NaN,0.000000,NaN,0.000000,0.113636,0.000000,0.886364,352.000000,84
0.322581,0.750000,0.451128,0.178977,0.028409,0.085227,0.707386,352.000000,84
NaN,0.000000,NaN,0.000000,0.113636,0.000000,0.886364,352.000000,84
NaN,0.000000,NaN,0.000000,0.113636,0.000000,0.886364,352.000000,84
0.203822,0.800000,0.324873,0.355114,0.022727,0.090909,0.531250,352.000000,84
NaN,0.000000,NaN,0.000000,0.113636,0.000000,0.886364,352.000000,84
0.114035,0.325000,0.168831,0.286932,0.076705,0.036932,0.599432,352.000000,84
