Precision,Recall,F1,FalseP,FalseN,TrueP,TrueN,TestedSamples,TrainedSamples
0.222222,0.857143,0.352941,0.287671,0.013699,0.082192,0.616438,73.000000,84
0.041096,1.000000,0.078947,0.958904,0.000000,0.041096,0.000000,73.000000,84
NaN,0.000000,NaN,0.000000,0.054795,0.000000,0.945205,73.000000,84
0.148148,0.571429,0.235294,0.315068,0.041096,0.054795,0.589041,73.000000,84
NaN,0.000000,NaN,0.000000,0.082192,0.000000,0.917808,73.000000,84
0.068493,1.000000,0.128205,0.931507,0.000000,0.068493,0.000000,73.000000,84
NaN,0.000000,NaN,0.000000,0.041096,0.000000,0.958904,73.000000,84
0.043478,0.250000,0.074074,0.301370,0.041096,0.013699,0.643836,73.000000,84
NaN,0.000000,NaN,0.000000,0.082192,0.000000,0.917808,73.000000,84
0.082192,1.000000,0.151899,0.917808,0.000000,0.082192,0.000000,73.000000,84
NaN,0.000000,NaN,0.000000,0.082192,0.000000,0.917808,73.000000,84
0.200000,0.250000,0.222222,0.054795,0.041096,0.013699,0.890411,73.000000,84
NaN,0.000000,NaN,0.000000,0.123288,0.000000,0.876712,73.000000,84
NaN,0.000000,NaN,0.000000,0.068493,0.000000,0.931507,73.000000,84
0.200000,0.600000,0.300000,0.164384,0.027397,0.041096,0.767123,73.000000,84
NaN,0.000000,NaN,0.000000,0.082192,0.000000,0.917808,73.000000,84
NaN,0.000000,NaN,0.000000,0.054795,0.000000,0.945205,73.000000,84
0.041667,0.333333,0.074074,0.315068,0.027397,0.013699,0.643836,73.000000,84
NaN,0.000000,NaN,0.000000,0.068493,0.000000,0.931507,73.000000,84
0.080000,0.500000,0.137931,0.315068,0.027397,0.027397,0.630137,73.000000,84
