Precision,Recall,F1,FalseP,FalseN,TrueP,TrueN,TestedSamples,TrainedSamples
0.333333,0.941176,0.492308,0.288288,0.009009,0.144144,0.558559,111.000000,192
0.342105,0.866667,0.490566,0.225225,0.018018,0.117117,0.639640,111.000000,192
0.344828,0.666667,0.454545,0.171171,0.045045,0.090090,0.693694,111.000000,192
0.241379,0.823529,0.373333,0.396396,0.027027,0.126126,0.450450,111.000000,192
0.324324,0.923077,0.480000,0.225225,0.009009,0.108108,0.657658,111.000000,192
0.144144,1.000000,0.251969,0.855856,0.000000,0.144144,0.000000,111.000000,192
0.109589,0.800000,0.192771,0.585586,0.018018,0.072072,0.324324,111.000000,192
0.363636,0.941176,0.524590,0.252252,0.009009,0.144144,0.594595,111.000000,192
0.365854,0.882353,0.517241,0.234234,0.018018,0.135135,0.612613,111.000000,192
0.105263,0.888889,0.188235,0.612613,0.009009,0.072072,0.306306,111.000000,192
0.441176,0.882353,0.588235,0.171171,0.018018,0.135135,0.675676,111.000000,192
0.279070,1.000000,0.436364,0.279279,0.000000,0.108108,0.612613,111.000000,192
0.302326,0.812500,0.440678,0.270270,0.027027,0.117117,0.585586,111.000000,192
0.387097,0.800000,0.521739,0.171171,0.027027,0.108108,0.693694,111.000000,192
0.317073,0.866667,0.464286,0.252252,0.018018,0.117117,0.612613,111.000000,192
0.171875,0.785714,0.282051,0.477477,0.027027,0.099099,0.396396,111.000000,192
0.243902,1.000000,0.392157,0.279279,0.000000,0.090090,0.630631,111.000000,192
0.375000,0.833333,0.517241,0.225225,0.027027,0.135135,0.612613,111.000000,192
0.135135,1.000000,0.238095,0.864865,0.000000,0.135135,0.000000,111.000000,192
0.243243,0.692308,0.360000,0.252252,0.036036,0.081081,0.630631,111.000000,192
