Precision,Recall,F1,FalseP,FalseN,TrueP,TrueN,TestedSamples,TrainedSamples
NaN,0.000000,NaN,0.000000,0.027027,0.000000,0.972973,148.000000,68
NaN,0.000000,NaN,0.000000,0.020270,0.000000,0.979730,148.000000,68
NaN,0.000000,NaN,0.000000,0.027027,0.000000,0.972973,148.000000,68
NaN,0.000000,NaN,0.000000,0.006757,0.000000,0.993243,148.000000,68
NaN,0.000000,NaN,0.000000,0.020270,0.000000,0.979730,148.000000,68
NaN,0.000000,NaN,0.000000,0.020270,0.000000,0.979730,148.000000,68
NaN,0.000000,NaN,0.000000,0.020270,0.000000,0.979730,148.000000,68
NaN,0.000000,NaN,0.000000,0.020270,0.000000,0.979730,148.000000,68
0.090909,0.200000,0.125000,0.067568,0.027027,0.006757,0.898649,148.000000,68
NaN,0.000000,NaN,0.000000,0.006757,0.000000,0.993243,148.000000,68
NaN,0.000000,NaN,0.000000,0.047297,0.000000,0.952703,148.000000,68
NaN,0.000000,NaN,0.000000,0.027027,0.000000,0.972973,148.000000,68
NaN,0.000000,NaN,0.000000,0.020270,0.000000,0.979730,148.000000,68
0.142857,0.200000,0.166667,0.040541,0.027027,0.006757,0.925676,148.000000,68
NaN,0.000000,NaN,0.000000,0.006757,0.000000,0.993243,148.000000,68
0.076923,0.250000,0.117647,0.081081,0.020270,0.006757,0.891892,148.000000,68
NaN,0.000000,NaN,0.000000,0.013514,0.000000,0.986486,148.000000,68
NaN,0.000000,NaN,0.000000,0.020270,0.000000,0.979730,148.000000,68
NaN,0.000000,NaN,0.000000,0.040541,0.000000,0.959459,148.000000,68
NaN,0.000000,NaN,0.000000,0.040541,0.000000,0.959459,148.000000,68
